name,category,price,color,sizes,details,style,about,picture,web
Vince,Silas Loafers,$112.50,Natural,"['5', '5.5', '6', '6.5', '7', '8', '8.5', '9', '9.5', '10']","['Fabric: Canvas', 'Suede lined heel', 'Braided jute', 'Loafers', 'Flat profile', 'Rounded toe', 'Rubber sole', 'Imported, China', 'This item cannot be gift-boxed']",VINCE50081,"In 2002, Vince was founded in Los Angeles with the fundamental premise of making effortless, refined basics. The brand?™s success grew as it evolved from a highly edited knitwear collection to a comprehensive wardrobe with devoted followers worldwide. Each piece is cut to fit the woman wearing it, and the simplicity provides a beauty all its own. Vince?™s commitment to quality blends seamlessly with its timeless aesthetic, resulting in a sophisticated assortment of everyday luxury essentials.                            See all  Vince reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/vince/vince5008111611/vince5008111611_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//silas-loafer-vince/vp/v=1/1538534050.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=11611
Dolce Vita,Simi Espadrille Wedges,$36.00,Clay,['10'],"['Leather: Cowhide', 'Braided jute', 'Espadrilles', 'Wedge heel', 'Platform profile', 'Buckle at ankle', 'Open toe', 'Rubber sole', 'Imported, China', 'This item cannot be gift-boxed']",DOLCE41097,"Every pair of Dolce Vita shoes embodies the meaning of the brand?™s name: ?œthe good life.??Van Lamprou and Nick Lucio launched Dolce Vita in 2001 with the young, the restless, and the glamorous as their muse. In 2014, Dolce Vita was acquired by Steve Madden, which has preserved the label?™s go-to appeal for the fun, modern girl.                            See all  Dolce Vita reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/dolce/dolce4109712955/dolce4109712955_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//simi-wedge-espadrilles-dolce-vita/vp/v=1/1547019809.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=12955
Kalda,Simon Mini Slide Sandals,$370.00,Black,"['35', '36', '37', '38', '39', '40', '41']","['Leather: Cowhide', 'Patent leather', 'Elastic inset at strap', 'Sculpted kitten heel', 'Rubber heel patch at leather sole', 'Made in Portugal', 'This item cannot be gift-boxed']",KALDA30028,"Sisters Katrin Alda and Rebecca RafnsdÃ³ttir are the founders of Icelandic womenswear brand Kalda. Drawing inspiration from their native land's extreme winter darkness and never-ending summer daylight, the designers incorporate a unique merging of unexpected materials in all Kalda shoes. Designed to go seamlessly from office to evening, Kalda footwear is made for bold shoe lovers unafraid of making a daring statement.",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kalda/kalda300281071c/kalda300281071c_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//simon-mini-slide-kalda/vp/v=1/1571221712.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=1071C
Kalda,Simon W Slides,$370.00,Pink,"['36', '37', '38', '39', '40']","['Leather: Cowhide', 'Patent leather', 'Elastic inset at strap', 'Leather sock lining', 'Covered wedge heel', 'Open toe', 'Made in Portugal', 'This item cannot be gift-boxed']",KALDA30027,"Sisters Katrin Alda and Rebecca RafnsdÃ³ttir are the founders of Icelandic womenswear brand Kalda. Drawing inspiration from their native land's extreme winter darkness and never-ending summer daylight, the designers incorporate a unique merging of unexpected materials in all Kalda shoes. Designed to go seamlessly from office to evening, Kalda footwear is made for bold shoe lovers unafraid of making a daring statement.",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kalda/kalda3002711de9/kalda3002711de9_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//simon-slide-kalda/vp/v=1/1583449651.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=11DE9
Laurence Dacade,Simona Boots,$860.00,Black,"['35', '35.5', '36', '37', '37.5', '38.5', '39.5']","['Leather: Goatskin', 'Pull-tabs at sides', 'Chrome-tone stud at outer heel', 'Mid-calf boots', 'Chunky heel', 'Pointed toe', 'Leather sole', 'Made in Italy', 'This item cannot be gift-boxed']",LDACA30060,"According to Parisian shoe designer Laurence Dacade, there is no need to suffer for beauty. She launched her namesake luxury collection in 2003 with a focus on crafting shoes that are equal parts comfortable and chic. Not one to be pigeonholed, Laurence Dacade booties and sandals include everything from punk-rock studs, sweet ballerina bows, and disco queen details. One thing all of her designs have in common? They?™re far from boring. In Dacade?™s eyes, shoes aren?™t just made for walking?”they?™re also experimental tools of freedom. (And we couldn?™t agree more.)",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ldaca/ldaca300601071c/ldaca300601071c_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//simona-boot-laurence-dacade/vp/v=1/1540284073.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=1071C
LOQ,Simona Woven Slides,$273.00,Nude,"['35', '38', '39', '40', '41']","['Leather: Goatskin', 'Weave upper', 'Cushioned footbed', 'Slide sandals', 'Chunky heel', 'Open toe', 'Leather sole', 'Made in Spain', 'This item cannot be gift-boxed']",LOQQQ30045,"LOQ footwear founders Keren Longkumer and Valerie Quant launched their brand in 2015, with a focus on redefining classic footwear for the modern woman. Combining a laid-back Californian aesthetic with inspiration from modern architecture and design, LOQ shoes are notable for the designers use of subtle, unexpected details. Above all, Longkumer and Quant strive to create shoes that transcend time, and define the style of their wearers.",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/loqqq/loqqq3004511231/loqqq3004511231_q5_2-0._UX357_QL90_.jpg,https://www.shopbop.com//simona-woven-slides-loq/vp/v=1/1510723062.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=11231
Rejina Pyo,Simone Boots,$840.00,Burgundy,"['35', '36', '37', '38', '39']","['Leather: Sheepskin', 'Wooden spiral heel', 'Lace-up at front', 'Zip at side', 'Pointed toe', 'Leather sole', 'Made in Spain', 'This item cannot be gift-boxed']",RPYOO30126,"Before founding her namesake ready-to-wear label, Seoul-born designer Rejina Pyo seriously considered becoming a visual artist. That early interest is easy to see in Rejina Pyo apparel, which has, in fact, been exhibited in galleries such as the Museum Boijmans Van Beuningen in the Netherlands. Rejina Pyo apparel is notable for using striking, saturated color and sculptural shapes, while remaining** elegant and approachable, and Pyo?™s ultimate goal is to provide happiness to the people who wear her clothes.",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/rpyoo/rpyoo3012610701/rpyoo3012610701_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//simone-boot-rejina-pyo/vp/v=1/1541217848.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=10701
MICHAEL Michael Kors,Simone Mid Sandals,$74.25,Light Blush,"['5', '5.5', '6', '6.5', '7', '7.5', '8', '9', '9.5', '10', '11']","['Fabric: Faux patent leather', 'Pumps', 'Stiletto heel', 'Buckle at ankle', 'Open toe', 'Rubber sole', 'Imported, China', 'This item cannot be gift-boxed']",MMKOR21183,"Already a legend in American sportswear, Michael Kors launched diffusion label MICHAEL Michael Kors in 2004. A collection of stylish yet affordable ready-to-wear, swimwear, and accessories, MICHAEL Michael Kors reinforces the brand?™s core philosophy: ?œpowerful, confident urban dressing for modern times.??                           See all  MICHAEL Michael Kors reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mmkor/mmkor2118316166/mmkor2118316166_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//simone-mid-sandals-michael-kors/vp/v=1/1593098278.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=16166
Kalda,Simone Sandals,$113.10,Orange,"['35', '36', '37', '38', '39', '40', '41']","['Leather: Cowhide', 'Strappy silhouette', 'Stiletto heel', 'Elastic at side', 'Open toe', 'Leather sole', 'Made in Portugal', 'This item cannot be gift-boxed']",KALDA30019,"Sisters Katrin Alda and Rebecca RafnsdÃ³ttir are the founders of Icelandic womenswear brand Kalda. Drawing inspiration from their native land's extreme winter darkness and never-ending summer daylight, the designers incorporate a unique merging of unexpected materials in all Kalda shoes. Designed to go seamlessly from office to evening, Kalda footwear is made for bold shoe lovers unafraid of making a daring statement.",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kalda/kalda3001910bee/kalda3001910bee_q1_2-1._UX357_QL90_.jpg,https://www.shopbop.com//simone-sandal-kalda/vp/v=1/1548098374.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=10BEE
Stuart Weitzman,Simple Sandals,$278.60,Black,['11'],"['Leather: Goatskin', 'Pumps', 'Chunky heel', 'Buckle at ankle', 'Open toe', 'Rubber heel patch at leather sole', 'Made in Spain', 'This item cannot be gift-boxed']",STUAR20833,"Stuart Weitzman set out for a career on Wall Street, but his natural eye for beauty, attention to detail, and technical expertise led him instead to shoe design. Weitzman worked for his father's company, which he took over in 1965, and has since forged a tradition of chic pumps to stylish  boots and studded stilettos. Crafted in sumptuous leathers and suede, Stuart Weitzman shoes embody both high quality and artistic excellence.                            See all  Stuart Weitzman reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/stuar/stuar2083312867/stuar2083312867_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//simple-sandals-stuart-weitzman/vp/v=1/1524218148.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=12867
Dr. Martens,Sinclair 8 Eye Boots,$205.00,Black,"['5', '6', '7', '8', '9', '10', '11']","['Leather: Cowhide', 'Pebbled leather', 'Chunky sole', 'Airwair air-cushioned sole', 'Combat boots', 'Flat profile', 'Platform profile', 'Lace-up at top', 'PVC sole', 'Imported, China', 'This item cannot be gift-boxed']",DRMAR30147,"As you might expect from a shoe of such iconic status, the Dr. Martens brand has a storied history that spans more than a century. It begins very quietly in 1901, with the shoemaking Griggs family of Wollaston, England?”and continues in 1945 in Munich, where a young soldier with a foot injury invented an air-cushioned sole to aid his recovery. His name was Dr. Klaus Maertens, and the iconic Dr. Martens combat boot was designed only after his invention made its way to England. On April 1, 1960 (hence the name ??460??, the 8-eye Dr. Martens 1460 boot arrived on the scene?”and never left. As true fashion originals, it's fair to say that Dr. Martens will probably go out of style when jeans do: never!                            See all  Dr. Martens reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/drmar/drmar301471071b/drmar301471071b_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//sinclair-eye-boots-dr-martens/vp/v=1/1581853208.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=1071B
Vince,Sinclair Boots,$375.00,Burnt Cedar,"['5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '11']","['Leather: Cowhide', 'Suede western boots', 'Welt stitching', 'Rounded toe', 'Leather sole', 'Imported, China', 'This item cannot be gift-boxed']",VINCE50199,"In 2002, Vince was founded in Los Angeles with the fundamental premise of making effortless, refined basics. The brand?™s success grew as it evolved from a highly edited knitwear collection to a comprehensive wardrobe with devoted followers worldwide. Each piece is cut to fit the woman wearing it, and the simplicity provides a beauty all its own. Vince?™s commitment to quality blends seamlessly with its timeless aesthetic, resulting in a sophisticated assortment of everyday luxury essentials.                            See all  Vince reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/vince/vince501991563b/vince501991563b_q2_2-0._UX357_QL90_.jpg,https://www.shopbop.com//sinclair-boots-vince/vp/v=1/1518147644.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=1563B
R13,Single Stack Engineer Boots,$410.00,White,"['37', '41']","['Leather: Calfskin', 'Buckle accents', 'Combat boots', 'Platform profile', 'Rounded toe', 'Rubber sole', 'Made in Italy', 'This item cannot be gift-boxed']",RTHIR20654,"The flag of the original 13 US colonies inspired the defiant style of R13, a luxury denim brand that launched in 2009. The label's edgy aesthetic recalls the attitude of that iconic flag, which featured a rattlesnake and the words ""Don?™t Tread on Me."" With daring sophistication and effortless finesse, R13 apparel is cut from deconstructed denim or soft leather, and accented with spare details. Boldly pairing quality materials with rugged designs, R13 clothing will age beautifully, yet never get old.                            See all  R13 reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/rthir/rthir2065412397/rthir2065412397_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//single-stack-engineer-boot-r13/vp/v=1/1510622716.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=12397
R13,Single Stack Suede Boots,"$1,095.00",Tan,"['35', '36', '38', '40', '41']","['Leather: Cowhide', 'Suede', 'Logo pull tabs', 'Combat boots', 'Lace-up at front', 'Exposed zip at back', 'Rubber sole', 'Made in Italy', 'This item cannot be gift-boxed']",RTHIR20620,"The flag of the original 13 US colonies inspired the defiant style of R13, a luxury denim brand that launched in 2009. The label's edgy aesthetic recalls the attitude of that iconic flag, which featured a rattlesnake and the words ""Don?™t Tread on Me."" With daring sophistication and effortless finesse, R13 apparel is cut from deconstructed denim or soft leather, and accented with spare details. Boldly pairing quality materials with rugged designs, R13 clothing will age beautifully, yet never get old.                            See all  R13 reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/rthir/rthir2062011841/rthir2062011841_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//single-stack-suede-boot-r13/vp/v=1/1589705990.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=11841
R13,Single Stacked Lace Up Boots,"$1,255.00",Cracked Wk6 Floral,"['36', '37', '38', '39']","['Leather: Cowhide', 'Cracked, floral printed leather', 'Logo pull tabs', 'Contrast welt stitching', 'Platform profile', 'Lace-up at top and zipper at heel', 'Rubber sole', 'Made in Italy', 'This item cannot be gift-boxed']",RTHIR20815,"The flag of the original 13 US colonies inspired the defiant style of R13, a luxury denim brand that launched in 2009. The label's edgy aesthetic recalls the attitude of that iconic flag, which featured a rattlesnake and the words ""Don?™t Tread on Me."" With daring sophistication and effortless finesse, R13 apparel is cut from deconstructed denim or soft leather, and accented with spare details. Boldly pairing quality materials with rugged designs, R13 clothing will age beautifully, yet never get old.                            See all  R13 reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/rthir/rthir2081515e95/rthir2081515e95_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//single-stacked-lace-boots-r13/vp/v=1/1508594464.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=15E95
R13,Single Stacked Xtra Tall Shaft Boots,"$1,195.00",Black,"['37', '39', '41']","['Leather: Cowhide', 'Smooth leather upper and leather lining', 'Pull tab at sides', 'Welt stitching accent', 'Platform combat boots', 'Lace-up closure at front and zip closure at back', 'Rounded toe', 'Lined', 'Made in Italy', 'This item cannot be gift-boxed']",RTHIR20817,"The flag of the original 13 US colonies inspired the defiant style of R13, a luxury denim brand that launched in 2009. The label's edgy aesthetic recalls the attitude of that iconic flag, which featured a rattlesnake and the words ""Don?™t Tread on Me."" With daring sophistication and effortless finesse, R13 apparel is cut from deconstructed denim or soft leather, and accented with spare details. Boldly pairing quality materials with rugged designs, R13 clothing will age beautifully, yet never get old.                            See all  R13 reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/rthir/rthir208171071c/rthir208171071c_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//single-stacked-xtra-tall-shaft/vp/v=1/1585156430.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=1071C
Schutz,Sionne Mules,$170.00,Black/Transparent,"['5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '11']","['Leather: Cowhide', 'Patent leather vamp', 'Clear PVC strap with elastic inset at instep', 'Lightly padded footbed', 'Wrapped stiletto heels', 'Pointed toe', 'Leather sole', 'Imported, Brazil', 'This item cannot be gift-boxed']",SCHUT30955,"Luxury women?™s footwear company Schutz was founded in the summer of 1995 and is based in Campo Bom, Brazil. Schutz's mission is to offer an unforgettable experience through impeccable design and superior quality. The designers behind SCHUTZ shoes follow the brand?™s philosophy of ?œLiving for Pleasure??by creating innovative footwear styles, from strappy sandals to cozy booties that encourage freedom of expression in any season.                            See all  Schutz reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/schut/schut3095543543/schut3095543543_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//sionne-mule-schutz/vp/v=1/1570810728.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=43543
Alexandre Birman,Sirena Sandals,$595.00,Black,"['35', '35.5', '36', '36.5', '37', '37.5', '38', '38.5', '39', '39.5', '40', '41']","['Leather: Goatskin', 'Leather lining', 'Stiletto heel', 'Buckle at ankle', 'Open toe', 'Leather sole', 'Imported, Brazil', 'This item cannot be gift-boxed']",ALBIR30124,"Alexandre Birman was destined to make beautiful shoes. The Brazil native was born into a family that has dominated the South American footwear market since the '70s. Today, the Birman family's stable includes Schutz footwear and Alexandre's own namesake label. As the designer says, ?œI was raised in a shoe factory, and that?™s the story of my life!"" He designed his first pair at the age of 12, and, upon launching the Alexandre Birman shoe collection, he landed a designer profile in Vogue. Today, Alexandre Birman sandals and booties are the definition of allure and pure luxury?”and they most definitely belong in your wardrobe.",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/albir/albir301241071c/albir301241071c_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//sirena-sandal-alexandre-birman/vp/v=1/1506684604.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=1071C
Steven,Sirena Wedge Espadrilles,$69.30,Cognac,"['7.5', '8', '8.5', '9', '9.5', '10']","['Leather: Cowhide', 'Cutout vamp', 'Espadrilles', 'Wedge heel', 'Buckle at ankle', 'Open toe', 'Rubber sole', 'Imported, China', 'This item cannot be gift-boxed']",STVEN40623,"Funky, irreverent, and always on-trend, Steve Madden shoes the feet of many a style-making female. The Steven by Steve Madden footwear line follows suit with a cosmopolitan collection of shoes, boots, sandals, and oxford flats targeted at sophisticated women seeking fashion, quality, and uniqueness.                            See all  Steven reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/stven/stven4062313711/stven4062313711_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//sirena-wedge-espadrilles-steven/vp/v=1/1511021109.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=13711
Ancient Greek Sandals,Skiriani Slides,$171.50,Platinum,"['35', '36', '37', '38', '39', '40', '41']","['Leather: Cowhide', 'Braided straps', 'Slide sandals', 'Flat profile', 'Open toe', 'Rubber heel patch at leather sole', 'Made in Greece', 'This item cannot be gift-boxed']",AGSAN30308,"Ancient Greek Sandals are handmade by craftsmen using traditional Grecian techniques that have existed for centuries. A pared-down, feminine aesthetic distinguishes each pair, and the natural tanned leather ages to a unique patina with time and wear. Founders Christina Marini and Nikolas Minoglou developed modern concepts for an established family-run shoemaker in 2006. With Ancient Greek Sandals as their own brand's name, Christina and Nikolas?™s love for Ancient Greece and its history comes across in name and tradition.                            See all  Ancient Greek Sandals reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/agsan/agsan3030810815/agsan3030810815_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//skiriani-slide-ancient-greek-sandals/vp/v=1/1568172940.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=10815
Tretorn,Sky Slides,$35.00,Red/Orange/Green,"['5', '6', '7', '8', '10']","['Fabric: Soft weave', 'Stripe pattern', 'Braided jute trim', 'Slide sandals', 'Flat profile', 'Open toe', 'EVA sole', 'Imported, China', 'This item cannot be gift-boxed']",TRETO20366,"Legendary Swedish brand Tretorn was founded in 1891 by tire manufacturer Henry Dunker. Moving away from industrial goods, the company refocused on footwear for Sweden?™s growing workforce. By the 1970s, as tennis shoes became a favorite of players at Wimbledon, the brand evolved further into sporty, lightweight shoes anyone could wear. Today, Tretorn shoes include a range of casual and classic styles crafted with the same dedication to quality Henry Dunker envisioned over a century ago.                            See all  Tretorn reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/treto/treto20366139cf/treto20366139cf_q5_2-0._UX357_QL90_.jpg,https://www.shopbop.com//sky-slides-tretorn/vp/v=1/1553678088.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=139CF
Rachel Zoe,Skylar Ankle Strap Pumps,$134.00,Black,"['5', '10']","['Leather: Calfskin', 'Pumps', 'Stiletto heel', 'Box clasp at ankle', 'Pointed toe', 'Leather sole', 'Imported, China', 'This item cannot be gift-boxed']",RACHZ21433,"Rachel Zoe embodies luxury. Her iconic style is glamorous, vintage-inspired, and effortless. Rachel made a name for herself as a stylist, popularizing the vintage look with her love of ??0s and ??0s fashion. Her knowledge of couture, and her desire to create unexpected red carpet moments, made her the go-to stylist for Hollywood?™s elite. She launched the Rachel Zoe Collection in 2011, using her years of experience to create a collection of accessible yet luxurious head-to-toe looks.                            See all  Rachel Zoe reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/rachz/rachz214331071c/rachz214331071c_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//skylar-ankle-strap-pumps-rachel/vp/v=1/1591281976.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=1071C
Villa Rouge,Skylar Sandals,$99.00,Black,"['5', '5.5', '6', '6.5', '7', '7.5', '8', '8.5', '9', '9.5', '10', '11']","['Fabric: Technical weave', 'Padded footbed', 'Strappy silhouette', 'Flat profile', 'Velcro at ankle', 'Open toe', 'Man-made sole', 'Imported, China', 'This item cannot be gift-boxed']",VROUG30036,Coming Soon,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/vroug/vroug300361071c/vroug300361071c_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//skylar-sandal-villa-rouge/vp/v=1/1550589555.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=1071C
Yosi Samra,Skyler Convertible Loafers,$118.00,Black,"['5', '6', '8', '10', '11']",null,null,"Designer Yosi Samra?™s namesake collection continues in the footsteps of its parent company, J. Lauren, and its tradition of renowned footwear. The Samra family has been designing footwear for thirty years, and at the age of 20, Yosi chose to leave school to participate full-time in the New York-based family business. Satisfying the demand for fashionable, comfortable footwear, Yosi Samra flats cleverly mix patterns with colors to create unique, eye-catching designs.                            See all  Yosi Samra reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/yosis/yosis2034212867/yosis2034212867_q2_2-0._UX357_QL90_.jpg,https://www.shopbop.com//skyler-convertible-loafer-yosi-samra/vp/v=1/1572150385.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=12867
SENSO,Skyler I Booties,$140.00,Ebony,['40'],"['Leather: Kidskin', 'Chelsea boots', 'Chunky heel', 'Zip at side', 'Rubber heel patch at leather sole', 'Lined', 'Imported, China', 'This item cannot be gift-boxed']",SENSO20030,Coming Soon,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/senso/senso2003011304/senso2003011304_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//skyler-bootie-senso/vp/v=1/1535079860.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=11304
Golden Goose,Slide Sneakers,$630.00,Cognac/White/Cream,['40'],"['Leather: Goatskin', 'Dirtied platform', 'High tops', 'Flat profile', 'Lace-up at top', 'Rounded toe', 'Rubber sole', 'Made in Italy', 'This item cannot be gift-boxed']",GOOSE20622,"Golden Goose got its start in 2000, when Francesca and Alessandro Gallo decided to combine their passion for style and art into one label. The collection took hold in the USA with the introduction of the ?˜Golden Boot,??a fresh interpretation of the classic leather Texas boot. Today, the line has expanded to include an array of sneakers, outerwear, and relaxed statement pieces that remain true to the brand's signature sense of cool.                            See all  Golden Goose reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/goose/goose20622126b6/goose20622126b6_q4_2-0._UX357_QL90_.jpg,https://www.shopbop.com//slide-sneakers-golden-goose/vp/v=1/1570125991.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=126B6
Havaianas,Slim Animals Flip Flops,$28.00,Beige/Rose Gold,"['37/38', '39/40', '41/42']","['Fabric: Rubber', 'Textured logo strap', 'Print pattern', 'Flip-flops', 'Open toe', 'Rubber sole', 'Imported, Brazil', 'This item cannot be gift-boxed']",HAVAI40166,"Launched in 1962, Havaianas (pronounced ah-vai-YAH-nas), Portuguese for Hawaiians, are fashioned after classic Japanese Zori sandals. Pulling inspiration from the silhouette?™s simple design and rice-straw soles, Havaianas flip-flops to pay homage to the original concept with an inventive rice-texture footbed. Initially available in 8 color combinations, the brand has expanded to over 20 hues. Havaianas sandals are now available in limited-edition designs, bright patterns, and streamlined silhouettes, fueling the brands unprecedented cult following worldwide.                            See all  Havaianas reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/havai/havai4016691087/havai4016691087_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//slim-animals-flip-flops-havaianas/vp/v=1/1592065930.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=91087
Havaianas,Slim Brazil Flip Flops,$28.00,Black,"['35/36', '39/40']","['Fabric: Rubber', 'Flip-flops', 'Flat profile', 'Open toe', 'Rubber sole', 'Imported, Brazil', 'This item cannot be gift-boxed']",HAVAI40165,"Launched in 1962, Havaianas (pronounced ah-vai-YAH-nas), Portuguese for Hawaiians, are fashioned after classic Japanese Zori sandals. Pulling inspiration from the silhouette?™s simple design and rice-straw soles, Havaianas flip-flops to pay homage to the original concept with an inventive rice-texture footbed. Initially available in 8 color combinations, the brand has expanded to over 20 hues. Havaianas sandals are now available in limited-edition designs, bright patterns, and streamlined silhouettes, fueling the brands unprecedented cult following worldwide.                            See all  Havaianas reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/havai/havai401651071c/havai401651071c_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//slim-brazil-flip-flops-havaianas/vp/v=1/1572173287.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=1071C
Havaianas,Slim Crystal Glamour Flip Flops,$36.00,Rose Gold,"['35/36', '37/38', '39/40', '41/42']","['Fabric: Rubber', 'Crystal accent', 'Flip-flops', 'Flat profile', 'Open toe', 'Rubber sole', 'Imported, Brazil', 'This item cannot be gift-boxed']",HAVAI40162,"Launched in 1962, Havaianas (pronounced ah-vai-YAH-nas), Portuguese for Hawaiians, are fashioned after classic Japanese Zori sandals. Pulling inspiration from the silhouette?™s simple design and rice-straw soles, Havaianas flip-flops to pay homage to the original concept with an inventive rice-texture footbed. Initially available in 8 color combinations, the brand has expanded to over 20 hues. Havaianas sandals are now available in limited-edition designs, bright patterns, and streamlined silhouettes, fueling the brands unprecedented cult following worldwide.                            See all  Havaianas reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/havai/havai4016211784/havai4016211784_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//slim-crystal-glamour-flip-flops/vp/v=1/1530780420.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=11784
Havaianas,Slim Flip Flops,$26.00,Ballet Rose,"['35/36', '37/38', '39/40', '41/42']","['Fabric: Rubber', 'Flip-flops', 'Flat profile', 'Open toe', 'Rubber sole', 'Imported, Brazil', 'This item cannot be gift-boxed']",HAVAI40192,"Launched in 1962, Havaianas (pronounced ah-vai-YAH-nas), Portuguese for Hawaiians, are fashioned after classic Japanese Zori sandals. Pulling inspiration from the silhouette?™s simple design and rice-straw soles, Havaianas flip-flops to pay homage to the original concept with an inventive rice-texture footbed. Initially available in 8 color combinations, the brand has expanded to over 20 hues. Havaianas sandals are now available in limited-edition designs, bright patterns, and streamlined silhouettes, fueling the brands unprecedented cult following worldwide.                            See all  Havaianas reviews",https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/havai/havai4019210b4d/havai4019210b4d_q1_2-0._UX357_QL90_.jpg,https://www.shopbop.com//slim-flip-flops-havaianas/vp/v=1/1599606235.htm?folderID=13438&fm=other-shopbysize-viewall&os=false&colorId=10B4D
